SalePrice,OverallCond,OverallQual,YearBuilt,YearRemodAdd,MoSold,YrSold,LotArea,TotalBath,BedroomAbvGr,GarageCars
132000,5,5,1962,1962,4,2007,7420,1.0,3,2
185000,5,7,2003,2003,10,2007,8450,2.0,3,2
155000,5,7,1999,1999,5,2010,2572,2.5,3,2
116500,7,5,1958,2008,2,2010,7207,1.0,2,0
272000,7,6,1977,1995,7,2008,12227,2.5,4,2
155000,6,6,1976,1976,7,2007,2308,2.5,3,2
239000,5,9,2007,2007,5,2009,11923,2.0,2,2
214900,5,7,2002,2003,2,2010,11316,2.5,4,2
178900,5,6,2005,2007,7,2007,10237,2.5,3,2
160000,7,5,1940,1950,6,2009,9600,1.5,2,1
135000,7,5,1955,1955,7,2008,7390,1.0,3,1
37900,6,3,1910,1950,5,2009,5925,1.0,2,0
140000,5,6,1958,1958,3,2006,10382,1.0,2,1
135000,4,4,1949,1950,12,2006,10800,1.5,4,0
173000,5,7,2003,2004,7,2009,2268,2.0,2,2
99500,5,6,1979,1979,4,2010,7892,2.0,2,1
182000,5,7,2007,2008,12,2008,11639,2.0,3,2
167500,8,7,1910,1993,10,2009,11414,1.0,3,2
165000,5,7,2000,2000,4,2006,2651,2.5,3,2
85500,7,4,1923,1958,8,2006,5900,1.0,2,0
199900,5,7,2006,2007,11,2007,4274,1.5,1,2
110000,5,4,1954,1954,5,2007,9450,1.0,3,2
139000,6,5,1963,1963,6,2009,8816,1.0,3,2
178400,9,7,1961,2007,7,2008,12122,1.0,3,2
336000,5,8,1998,1999,7,2009,12203,2.5,4,3
159895,5,7,2007,2007,3,2008,3182,2.0,2,2
255900,5,8,2002,2002,5,2008,11250,2.5,4,2
126000,5,5,1977,1977,8,2009,10125,2.0,4,2
125000,5,5,1950,1950,8,2008,10880,1.0,3,1
117000,8,6,1910,2003,6,2006,5310,1.0,2,1
395192,5,9,2009,2010,4,2010,10159,2.5,3,3
195000,6,6,1976,1976,6,2007,12046,2.5,4,2
197000,5,7,2006,2006,8,2006,8125,2.5,3,2
348000,5,8,1997,1998,6,2006,9452,2.5,3,3
168000,9,8,1882,1986,11,2009,17671,1.5,4,2
187000,8,6,1964,1993,7,2007,9760,2.5,3,2
173900,5,6,2005,2006,8,2006,8846,2.5,3,2
337500,5,10,2006,2007,7,2009,12456,2.0,3,3
121600,7,4,1946,1950,8,2006,4712,1.5,3,1
136500,6,5,1961,1961,1,2006,10659,1.0,3,1
185000,6,6,1970,1970,2,2009,11717,2.0,2,2
91000,4,3,1922,1950,5,2006,9786,1.0,3,1
206000,5,7,2006,2006,2,2010,6762,2.0,2,2
82000,3,3,1952,1952,7,2009,10206,1.0,2,2
86000,6,5,1920,1950,1,2007,5400,1.0,2,1
232000,5,8,2006,2006,7,2008,11957,2.0,3,3
136905,6,5,1976,1976,6,2007,11500,2.0,4,2
181000,5,7,2005,2006,5,2009,3182,2.0,1,2
149900,8,5,1977,1977,11,2008,8385,2.0,3,1
163500,3,6,1970,1970,3,2007,12155,2.0,3,2
88000,4,4,1970,1970,8,2009,2217,1.5,3,1
240000,5,7,2004,2005,4,2009,12118,2.0,3,2
102000,5,5,1926,1950,6,2006,6000,2.0,4,0
135000,5,5,1948,1950,8,2008,21286,2.0,4,1
100000,5,5,1965,1965,5,2010,9825,2.0,4,0
165000,7,6,1923,1996,8,2007,10592,1.5,3,1
85000,4,5,1910,2006,6,2009,7200,1.0,2,1
119200,5,6,1948,1950,11,2007,11664,1.0,2,1
227000,6,8,2001,2001,11,2009,8400,2.5,3,2
203000,5,7,1996,1996,6,2009,11883,2.0,3,2
187500,5,8,1984,1984,8,2009,5814,1.0,1,2
160000,5,7,1991,1992,5,2007,10784,2.5,3,2
213490,5,7,2005,2005,4,2006,3013,2.0,2,2
176000,5,4,2005,2005,6,2008,7024,1.5,2,2
194000,5,7,2006,2006,7,2006,7406,2.0,2,2
87000,5,5,1930,1950,3,2007,9439,1.0,2,1
191000,5,7,2005,2006,5,2008,3182,2.0,2,2
287000,6,8,1976,1976,5,2008,15498,2.0,2,2
112500,5,5,1972,1972,3,2007,7700,1.0,3,2
167500,5,5,1960,1960,4,2010,9300,1.0,3,2
293077,5,8,2007,2008,4,2008,9520,2.0,3,3
105000,5,5,1941,1950,4,2007,9492,1.0,3,1
118000,7,6,1972,1972,5,2006,1680,1.5,3,1
160000,8,5,1916,1995,7,2006,7082,2.0,5,0
197000,3,7,1920,1970,8,2009,15863,2.5,5,2
310000,7,8,1993,1993,11,2006,14541,2.5,5,3
230000,5,7,2002,2002,2,2006,8125,2.0,3,3
119750,7,5,1938,1950,6,2007,6305,1.0,2,1
84000,3,4,1957,1957,1,2009,11500,1.0,3,1
315500,5,9,2007,2008,9,2009,12898,2.0,2,3
287000,5,8,2001,2002,9,2008,9240,2.5,3,2
97000,6,4,1970,2008,5,2009,1533,1.5,3,0
80000,4,4,1970,1970,4,2009,1477,1.0,1,1
155000,4,5,1957,2000,1,2006,13125,2.0,3,2
173000,8,6,1966,2000,7,2008,9130,1.5,4,2
196000,5,6,2005,2005,8,2009,5381,2.0,1,2
262280,5,7,1990,1990,5,2008,11839,2.5,4,2
278000,5,8,1981,1981,7,2009,9600,2.5,4,2
139600,5,3,1955,1955,6,2009,13680,2.0,4,2
556581,5,9,2005,2006,7,2006,16056,3.5,4,3
145000,5,5,1994,1995,2,2008,9245,1.0,3,2
115000,4,5,1960,2006,11,2009,21750,1.0,3,2
84900,7,4,1946,2006,4,2010,11100,1.0,2,1
176485,5,7,2007,2007,8,2007,8993,2.0,3,2
200141,5,7,2007,2007,10,2007,11175,2.0,3,2
165000,6,6,1964,1978,6,2007,9500,1.5,4,2
144500,6,5,1957,2002,5,2010,8562,1.0,4,1
255000,5,8,2002,2002,11,2006,11367,2.5,3,2
180000,5,6,1976,1976,5,2008,11361,2.0,3,2
185850,5,7,2005,2005,6,2006,7052,2.0,2,2
248000,6,7,1994,1994,1,2009,29959,2.5,3,2
335000,5,9,2008,2008,7,2009,11308,2.5,3,3
220000,7,6,1932,1950,3,2007,11275,1.5,3,2
213500,5,8,2001,2001,4,2010,4920,2.0,2,2
81000,4,3,1935,1950,8,2008,18000,1.0,2,3
90000,5,5,1900,1950,9,2007,13600,2.0,5,2
110500,6,6,1925,1980,7,2006,6000,1.0,2,2
154000,6,5,1966,1966,11,2009,11000,1.5,3,2
328000,5,7,1996,1997,4,2010,14000,2.5,3,2
178000,7,6,1993,1994,5,2009,7837,2.5,3,2
167900,6,6,1964,1964,6,2008,9760,1.5,4,2
151400,4,6,1973,1973,6,2006,3964,2.5,5,2
135000,7,5,1949,2003,5,2007,9600,1.0,2,2
135000,5,5,1956,1956,6,2007,10152,1.0,3,1
154000,6,6,1968,1968,5,2009,11700,1.5,4,2
91500,3,5,1948,1950,8,2006,7585,1.0,4,1
159500,6,6,1977,1977,7,2009,7950,1.5,3,2
194000,5,7,2006,2006,5,2007,8556,2.0,2,3
219500,6,7,1940,1984,7,2007,13125,1.5,3,1
170000,8,5,1936,1989,4,2006,10800,2.0,3,2
138800,5,5,1969,1969,3,2006,15870,1.0,3,1
155900,5,6,2004,2004,5,2006,4435,1.0,1,2
126000,5,5,1994,1994,4,2007,8775,1.0,3,1
145000,7,6,1971,2004,10,2008,11040,2.0,3,2
133000,5,5,1963,1963,6,2010,7500,1.5,3,1
192000,5,7,2002,2002,9,2007,8749,2.0,3,2
160000,6,6,1964,1964,3,2006,8800,1.0,3,1
187500,5,6,1995,1996,7,2006,13031,2.5,3,2
147000,6,6,1992,1992,4,2010,9069,1.0,2,2
83500,5,4,1973,1973,5,2010,1974,1.5,3,1
252000,5,8,2005,2006,5,2009,10574,2.5,3,3
137500,5,7,2004,2004,4,2006,2522,2.0,3,2
197000,5,8,2005,2005,4,2006,3316,1.5,1,2
92900,4,3,1950,1950,6,2009,8544,2.0,2,2
160000,5,7,1999,2000,3,2008,2160,2.5,2,2
136500,5,6,1925,1950,6,2008,8400,2.0,4,2
146000,8,5,1965,1998,10,2006,9230,1.5,1,2
129000,7,5,1956,2000,5,2010,5868,1.0,2,1
176432,5,6,2006,2006,3,2007,9317,2.0,3,2
127000,7,6,1914,2006,3,2007,6882,1.5,3,0
170000,5,8,1986,1986,10,2007,3696,1.5,2,2
128000,6,4,1936,1950,7,2009,6000,1.0,3,1
157000,5,7,1978,1978,4,2009,11880,2.0,3,2
60000,5,2,1920,1950,1,2009,8400,1.0,1,1
119500,5,5,1971,1971,7,2007,9758,1.0,3,1
135000,7,5,1960,2002,4,2007,7000,1.0,2,1
159500,6,6,1959,1959,7,2006,8910,1.0,3,2
106000,5,5,1970,1970,4,2007,2016,2.5,3,2
325000,5,8,1994,1995,4,2010,12256,2.5,3,2
179900,5,7,1990,1991,5,2007,10357,2.0,3,2
274725,5,7,2006,2006,9,2006,23257,2.5,3,2
181000,5,6,2000,2000,11,2007,8063,2.5,3,2
280000,5,8,2004,2005,3,2009,11362,2.0,3,3
188000,5,6,1995,1996,6,2008,8000,2.5,3,2
205000,6,7,1976,1976,9,2008,10480,2.5,4,2
129900,7,5,1957,1957,7,2006,7100,1.0,2,1
134500,7,5,1953,2006,5,2007,8923,1.0,2,1
117000,7,5,1954,2000,8,2006,5400,1.0,2,1
318000,5,8,2007,2007,11,2007,12085,2.0,3,3
184100,5,8,2002,2002,3,2009,7750,2.5,3,2
130000,7,5,1967,2003,5,2008,9764,1.0,3,2
140000,6,5,1958,1987,12,2008,13825,1.0,3,1
133700,5,5,1959,1959,7,2006,7560,1.0,3,1
118400,5,6,1920,1950,5,2007,8263,1.0,2,1
212900,5,7,2005,2006,7,2006,10084,2.0,3,3
112000,3,4,1956,1956,10,2009,8926,1.0,3,1
118000,9,5,1947,2008,6,2009,9405,1.0,2,0
163900,5,7,1992,1992,7,2007,9125,2.5,3,2
115000,5,4,1955,1955,11,2009,10434,1.0,2,2
174000,5,7,2007,2007,6,2009,3684,2.0,2,3
259000,5,7,2004,2004,11,2007,14572,2.0,3,3
215000,5,7,2004,2005,7,2007,11796,2.5,4,2
140000,5,5,1980,1980,8,2007,7200,1.0,2,2
135000,3,4,1928,1950,12,2009,7804,2.0,4,2
93500,5,5,1991,1992,9,2007,10712,1.0,3,0
117500,4,6,1880,1950,5,2007,9900,2.0,5,1
239500,5,8,1995,1995,6,2009,9828,2.5,3,2
169000,5,6,1997,1997,8,2007,8773,2.5,3,2
102000,5,6,1926,1950,5,2007,6180,1.0,2,1
119000,5,6,1950,1950,4,2008,9600,1.0,3,1
94000,8,5,1875,1996,5,2010,6342,1.0,2,0
196000,5,6,1977,1977,5,2009,9819,2.0,2,2
144000,5,5,1920,1950,5,2007,8731,1.0,3,2
139000,7,5,1951,1951,6,2008,7350,1.0,2,2
197500,7,5,1976,1976,10,2009,10304,2.5,4,2
424870,5,8,2006,2007,4,2007,9965,3.0,4,3
80000,3,5,1959,1959,7,2008,9000,1.0,3,0
80000,4,4,1941,1950,7,2010,12180,1.0,2,1
149000,6,5,1928,1950,8,2006,6240,1.0,3,1
180000,5,6,1985,1985,5,2006,11200,2.0,3,2
174500,7,7,1941,1950,7,2009,12000,1.5,3,1
116900,7,7,1926,1950,8,2008,5700,1.0,2,1
143000,9,7,1920,1988,7,2009,9000,1.0,3,2
124000,5,6,1950,1950,11,2007,8280,1.0,2,1
149900,4,5,1959,1959,11,2006,17755,1.5,3,2
230000,7,6,1956,2004,7,2006,14115,1.0,2,2
120500,8,6,1930,2007,6,2008,5890,1.0,2,1
201800,6,7,1965,1988,5,2008,13700,2.0,4,2
218000,8,5,1976,2004,7,2007,10768,2.0,3,2
179900,8,5,1965,1999,10,2008,9350,2.0,3,2
230000,5,7,2007,2008,7,2009,5001,2.0,2,2
235128,5,8,2007,2008,6,2008,11932,2.0,3,3
185000,6,6,1974,1974,7,2008,9120,2.5,4,2
146000,5,6,1978,1978,7,2010,2280,2.5,3,2
224000,7,6,1954,2006,11,2008,14778,1.0,3,2
129000,5,5,1968,1968,5,2007,8724,1.0,3,2
108959,4,4,1969,1969,1,2008,12900,1.0,0,2
194000,7,5,1978,1978,6,2007,16157,1.5,2,2
233170,5,7,2009,2009,9,2009,9541,2.0,3,2
245350,5,8,2008,2008,2,2010,10475,2.0,3,3
173000,5,6,2000,2000,2,2006,10852,2.5,3,2
235000,7,6,1935,1986,7,2008,13728,2.0,4,2
625000,5,10,1995,1996,7,2006,35760,3.5,4,3
171000,6,6,1977,1977,7,2008,9880,1.0,3,1
163000,6,6,1958,1958,11,2008,9120,1.0,3,2
171900,5,7,2006,2007,3,2008,4017,2.5,2,2
200500,6,5,1946,1994,3,2007,18030,3.0,3,0
239000,8,6,1932,1950,7,2006,16560,2.5,4,2
285000,5,8,1992,2000,4,2007,10678,2.5,4,2
119500,5,5,1984,1985,10,2008,6951,1.0,3,1
115000,8,6,1926,2004,12,2009,3950,1.0,3,1
154900,6,5,1921,1950,7,2009,7681,1.5,3,1
93000,5,5,1954,1954,4,2006,8335,1.0,3,0
250000,5,7,1990,1991,4,2006,11170,2.5,4,2
392500,5,8,2008,2008,11,2008,5587,2.0,2,2
745000,5,10,1996,1996,7,2007,15623,3.5,4,3
120000,6,5,1920,1950,6,2006,10800,1.0,2,2
186700,4,5,1963,1963,5,2007,35133,1.5,3,3
104900,7,5,1924,1950,3,2006,9738,1.0,4,1
95000,5,3,1900,1970,8,2009,10615,2.0,3,2
262000,5,8,1994,1995,7,2006,12461,2.0,2,3
195000,5,7,2002,2002,7,2009,8935,2.5,3,2
189000,5,7,1999,1999,6,2010,7500,2.5,3,2
168000,4,4,1961,1975,3,2007,32463,1.0,3,4
174000,5,8,1999,2000,11,2007,2645,2.5,2,2
125000,8,5,1925,1994,7,2007,9600,1.0,3,1
165000,5,6,1999,1999,6,2009,4500,2.0,2,2
158000,7,6,1969,1969,3,2010,9364,1.5,4,1
176000,5,6,2005,2005,7,2008,8029,2.5,3,2
219210,5,7,2006,2006,11,2006,14054,2.5,4,3
144000,6,7,1916,1950,7,2006,8850,1.0,3,1
178000,5,7,2001,2001,6,2009,9100,2.0,3,2
148000,5,4,1963,1979,10,2006,11235,1.5,3,2
116050,5,4,1970,1970,7,2006,9353,1.0,3,1
197900,5,7,1998,1998,3,2009,10400,2.5,3,2
117000,8,5,1925,1997,5,2009,6000,1.0,3,1
213000,5,7,2000,2001,10,2009,9750,2.0,3,2
153500,6,5,1975,1975,7,2006,10140,1.5,3,2
271900,7,7,1990,1991,6,2009,14684,2.0,3,3
107000,4,4,1966,1966,11,2006,8900,1.0,2,1
200000,5,6,2003,2003,5,2006,9135,2.0,3,2
140000,7,5,1962,1980,10,2008,7763,1.0,3,2
290000,5,8,2006,2006,5,2006,10182,2.0,3,2
189000,5,6,1992,1992,5,2010,11218,2.5,3,2
164000,7,8,1988,2005,6,2010,12134,2.0,4,2
113000,6,4,1941,1950,8,2009,9340,1.0,2,1
145000,9,4,1965,2001,5,2006,10246,0.0,0,1
134500,5,5,1962,1962,5,2006,10205,1.0,3,1
125000,5,5,1966,1966,5,2007,7094,1.0,3,1
112000,5,6,1978,1978,4,2010,8930,2.0,4,2
229456,5,8,2009,2009,9,2009,8640,2.0,3,2
80500,5,4,1947,1950,7,2006,6240,1.0,2,0
91500,5,6,1971,1971,4,2006,1680,1.5,3,0
115000,5,5,1964,1964,11,2006,7800,1.0,2,1
134000,5,5,1968,1968,8,2008,8250,1.0,3,1
143000,6,6,1949,1950,1,2007,10496,2.0,3,1
137900,3,5,1951,1951,10,2006,10680,2.0,4,2
184000,5,7,2004,2005,2,2008,15384,2.5,3,2
145000,8,6,1958,1958,6,2007,10482,1.0,3,1
214000,5,6,2007,2007,1,2008,14598,2.5,4,3
147000,8,5,1965,2008,12,2008,8872,1.0,2,2
367294,5,9,2008,2008,10,2008,8769,1.5,1,3
127000,5,5,1960,1960,8,2008,7910,2.0,4,1
190000,5,5,1977,1977,8,2007,18890,3.0,4,2
132500,6,5,1962,1962,5,2006,7728,1.0,3,2
101800,5,4,1962,1962,3,2007,9842,2.0,2,2
142000,5,5,1959,1959,5,2010,12160,1.0,3,2
130000,6,5,1911,1950,11,2008,8525,1.5,4,0
138887,5,5,1914,1950,7,2006,13132,1.5,4,1
175500,5,7,2003,2003,6,2010,2628,2.5,2,2
195000,5,7,2004,2005,9,2006,12393,2.5,4,2
142500,5,6,2005,2005,3,2006,13072,1.5,3,2
265900,5,8,2006,2006,12,2007,9037,2.0,2,2
224900,5,7,2003,2003,7,2008,8158,2.5,3,2
248328,6,7,2007,2007,6,2007,9849,2.0,3,3
170000,6,7,1974,1974,1,2010,10625,2.0,3,2
465000,5,10,2006,2006,9,2006,13891,2.5,2,3
230000,7,8,1929,1950,6,2006,11435,1.0,3,2
178000,7,6,1984,2003,1,2007,12090,3.5,3,2
186500,5,7,2005,2006,3,2006,8125,2.5,3,2
169900,5,6,1976,1976,5,2010,12328,1.0,3,3
129500,5,6,1917,1950,4,2008,9600,1.5,3,2
119000,7,5,1950,1950,5,2007,7200,1.0,3,1
244000,5,7,1968,1968,4,2010,11160,2.5,3,2
171750,5,7,2003,2003,3,2006,3136,2.0,2,2
130000,6,5,1968,1968,11,2009,9858,1.0,3,1
294000,7,7,1974,2003,7,2007,17542,2.5,3,2
165400,5,7,2003,2004,7,2008,6931,2.5,3,2
127500,6,6,1931,1950,11,2007,6240,1.0,3,1
301500,5,8,1994,1994,8,2008,14303,2.0,2,2
99900,8,5,1922,1950,7,2009,4060,1.0,2,0
190000,5,7,2005,2005,7,2008,9587,2.0,2,2
151000,8,6,1969,1969,7,2008,9750,1.5,3,2
181000,5,6,1999,1999,6,2009,24682,2.5,3,2
128900,6,5,1956,1956,6,2009,9600,1.0,2,1
161500,5,4,1957,1989,11,2009,11250,1.0,5,1
180500,6,6,1919,1950,7,2007,13515,1.0,3,2
181000,5,6,1998,1999,8,2008,4060,2.0,2,2
183900,5,7,1999,1999,3,2006,3735,2.5,3,2
122000,4,7,1910,1950,1,2007,10120,1.5,4,1
378500,5,9,2008,2009,5,2010,13214,2.0,3,3
381000,9,8,1935,1997,5,2008,14100,3.5,4,3
144000,5,5,1958,1958,7,2007,11344,1.5,3,1
260000,6,7,1979,1979,4,2010,23595,0.5,0,2
185750,7,6,1968,1968,8,2009,9156,2.0,3,2
137000,6,5,1965,1965,11,2006,13526,1.0,3,1
177000,7,6,1959,2006,5,2008,11512,1.0,2,1
139000,6,5,1910,2003,11,2007,5362,2.0,3,2
137000,5,5,1948,1950,7,2007,11345,2.0,4,2
162000,6,6,1972,1972,12,2009,12936,1.5,3,2
197900,5,6,1967,1976,6,2009,17871,1.5,3,2
237000,5,8,2002,2002,3,2008,9473,2.5,3,2
68400,4,4,1920,1950,4,2010,7500,1.0,2,2
227000,5,7,2002,2002,3,2009,9808,2.0,3,2
180000,5,7,1990,1990,7,2006,8049,2.0,2,2
150500,7,5,1977,2008,9,2009,8800,2.0,3,2
139000,5,6,1971,1971,4,2010,9400,3.0,4,0
169000,7,6,1919,1990,3,2010,9638,2.0,4,1
132500,6,6,1939,1950,5,2009,6000,1.0,4,1
143000,5,6,1963,1963,6,2010,9790,1.5,3,2
190000,5,5,1964,1964,6,2006,36500,2.0,4,2
278000,5,8,2000,2000,10,2009,5664,2.0,2,2
281000,5,8,2006,2006,10,2006,11065,2.5,3,3
180500,7,5,1964,1964,4,2010,14112,1.0,3,2
119500,7,5,1972,1972,2,2009,1680,2.5,3,1
107500,4,5,1892,1965,12,2009,6600,2.0,4,1
162900,5,7,1976,1976,3,2006,10140,2.5,4,2
115000,7,5,1955,1990,4,2006,8172,1.0,2,2
138500,5,5,1968,1968,11,2006,8400,1.5,3,1
155000,6,5,1963,1963,12,2008,8700,2.0,3,2
140000,5,6,2005,2006,6,2006,3675,2.0,2,2
160000,5,10,2008,2008,1,2008,63887,2.5,3,2
154000,7,5,1959,1994,5,2010,7500,1.5,3,1
225000,5,7,1999,1999,5,2009,10762,2.5,3,2
177500,7,6,1942,1950,11,2009,7500,1.0,3,1
290000,5,8,1994,1994,12,2006,10120,2.5,4,3
232000,5,7,2005,2005,4,2006,8688,2.0,3,3
130000,5,7,2004,2004,4,2006,3363,2.0,3,2
325000,5,9,2006,2007,11,2009,13173,2.0,2,2
202500,5,7,2005,2006,9,2006,6955,2.0,2,2
138000,5,5,1994,1995,5,2009,8072,1.0,3,2
147000,7,5,1948,2005,5,2008,12000,1.0,2,2
179200,5,6,1991,1991,6,2008,7153,2.0,3,2
335000,8,7,1959,2002,5,2010,17500,2.0,3,2
203000,5,7,2005,2007,1,2007,8814,2.0,3,2
302000,5,8,1990,1990,6,2007,9572,2.5,4,2
333168,5,9,1999,1999,5,2010,14774,2.5,4,3
119000,6,4,1954,1954,10,2007,8190,1.0,3,1
206900,5,6,1969,1969,6,2008,11075,2.5,4,2
295493,5,8,2008,2008,1,2009,10226,2.0,3,3
208900,5,7,2006,2007,4,2007,4230,2.0,2,2
275000,5,8,2001,2002,8,2006,14781,2.0,3,3
111000,5,4,1954,1954,2,2007,10215,1.0,3,1
156500,3,6,1957,1957,6,2009,8400,1.5,3,2
72500,6,3,1949,1950,7,2008,6627,1.0,2,1
190000,5,7,1992,1992,6,2010,10186,2.5,3,2
82500,7,4,1940,1950,12,2009,5330,1.0,2,0
147000,5,8,2006,2007,2,2007,9986,2.0,2,3
55000,4,4,1922,1950,1,2008,3636,1.0,2,0
79000,6,3,1931,2006,5,2007,4270,1.0,3,0
130500,9,5,1982,2008,10,2008,6600,1.0,3,1
256000,7,6,1920,1950,6,2008,10440,2.0,5,2
176500,5,7,1998,1998,6,2006,9084,2.5,3,2
227000,5,8,2006,2006,12,2007,10000,2.0,3,3
132500,5,5,1976,1976,7,2006,10780,1.0,3,2
100000,6,4,1938,1958,5,2009,8877,1.0,2,1
125500,6,5,1938,1995,7,2006,7200,1.5,2,1
125000,6,5,1970,1970,5,2009,2368,1.5,3,2
167900,5,6,1977,1977,4,2009,9650,2.0,2,2
135000,5,5,1973,1973,11,2008,9246,2.0,4,2
52500,4,4,1941,1950,3,2006,4118,1.0,2,0
200000,5,7,2002,2002,6,2006,13450,2.5,3,2
128500,7,5,1972,1972,6,2006,9560,1.0,3,1
123000,5,4,1971,1971,6,2007,8294,1.0,3,4
155000,5,6,2003,2004,7,2008,13695,1.0,3,2
228500,5,8,2002,2002,8,2007,9375,2.5,3,2
177000,6,6,1928,1950,3,2009,7558,1.5,3,2
155835,5,7,2006,2006,7,2007,11103,2.5,3,2
108500,4,4,1920,1950,7,2007,6000,1.0,2,1
262500,7,7,1968,2003,6,2006,20781,2.0,3,2
283463,5,8,2006,2007,5,2007,15306,2.0,3,3
215000,5,7,1998,1998,8,2007,16196,2.0,3,2
122000,5,8,1872,1987,12,2008,5250,2.0,4,0
200000,5,5,1969,1969,8,2009,11643,3.0,6,4
171000,6,6,1962,1962,3,2008,9247,1.5,4,2
134900,9,6,1937,2000,7,2009,6000,1.0,2,2
410000,5,8,1995,1996,3,2010,14720,2.5,4,3
235000,5,7,2000,2000,6,2008,10316,2.5,3,3
170000,6,7,1968,1992,9,2006,10192,3.0,4,2
110000,5,5,1966,1966,10,2008,9477,1.0,3,1
149900,6,5,1971,2008,4,2010,12537,1.5,3,2
177500,5,6,2000,2000,6,2010,2117,2.5,3,2
315000,5,9,2004,2005,9,2006,16737,2.0,3,3
189000,6,5,1921,1998,5,2008,9842,3.5,4,2
260000,5,7,2005,2005,6,2009,16158,2.0,3,2
104900,4,4,1920,2007,6,2009,12513,2.0,4,1
156932,5,6,2006,2007,3,2007,8499,2.5,3,2
144152,5,7,2005,2005,4,2006,3180,2.5,2,2
216000,5,7,2000,2000,1,2010,7500,2.5,3,2
193000,5,7,1999,1999,6,2008,9179,2.5,3,2
127000,6,5,1977,1977,7,2006,2665,2.0,4,1
144000,5,6,2003,2004,6,2009,4435,1.0,1,2
232000,5,8,2003,2003,5,2010,10635,2.0,3,2
105000,6,4,1920,1950,10,2009,5400,1.0,2,1
165500,6,6,1955,1996,10,2008,9600,1.0,3,1
274300,6,7,1998,1998,6,2006,9750,2.5,3,2
466500,5,10,2001,2002,3,2007,11400,2.5,2,3
250000,5,7,2005,2005,7,2008,10625,2.5,3,3
239000,5,8,2007,2007,12,2007,10991,2.0,3,3
91000,5,6,1930,1950,4,2008,6292,1.0,2,1
117000,5,5,1941,1960,7,2009,10998,2.0,3,2
83000,5,6,1973,1973,6,2006,1953,1.5,2,1
167500,5,5,2006,2007,5,2008,9735,2.5,3,2
58500,3,3,1914,1950,6,2010,8212,1.0,2,1
237500,7,6,1970,1970,5,2008,12925,2.5,4,2
157000,7,7,1920,1950,10,2006,7200,1.5,4,2
112000,7,5,1918,2007,8,2007,25339,2.0,3,2
105000,5,6,1939,1950,10,2009,9060,1.0,2,1
125500,8,4,1922,2007,5,2010,5436,1.0,3,1
250000,5,7,1978,1978,7,2006,16692,3.5,5,2
136000,7,6,1916,1950,8,2007,8520,2.0,5,1
377500,5,9,2006,2007,10,2009,14892,2.0,3,3
131000,6,6,1941,1950,3,2007,6000,1.0,3,2
235000,5,7,2000,2000,9,2006,9100,2.0,3,2
124000,5,5,1967,1967,4,2009,8944,2.0,4,3
123000,5,5,1967,1967,12,2006,7838,1.0,3,1
163000,7,6,1905,2000,4,2008,10800,2.0,3,2
246578,5,7,2006,2006,10,2006,4045,2.0,2,3
281213,5,8,2005,2006,2,2007,12665,2.5,4,3
160000,5,5,1948,1950,6,2010,57200,1.0,3,2
137500,8,5,1920,2004,5,2007,6120,1.5,4,1
138000,4,5,1950,1982,5,2009,7200,1.5,3,1
137450,6,6,1925,1990,10,2009,6171,2.5,3,1
120000,7,6,1929,1950,7,2008,6000,1.0,3,1
193000,5,6,2004,2004,4,2008,7415,2.5,3,2
193879,5,7,2006,2006,7,2006,6762,2.0,2,2
282922,5,8,2007,2007,8,2007,15256,2.0,3,3
105000,4,3,1915,1950,1,2006,10410,1.0,3,3
275000,5,8,2004,2005,1,2008,3842,2.0,2,2
133000,7,5,1972,2007,3,2009,8445,1.0,2,2
112000,5,5,1985,1985,3,2009,8780,1.0,3,0
125500,7,4,1910,1950,6,2010,7740,1.0,3,2
215000,6,7,1986,1991,11,2008,20544,2.5,3,2
230000,5,7,2001,2001,6,2009,12420,2.5,3,2
140000,8,6,1950,2005,9,2009,9600,1.5,3,1
90000,5,4,1949,1950,6,2009,7200,2.0,2,2
257000,5,8,2005,2006,9,2009,10994,2.0,2,2
207000,7,6,1923,2000,6,2008,13053,1.5,4,2
175900,5,7,2007,2007,5,2009,3635,2.0,1,3
122500,6,4,1885,1950,4,2010,11340,2.0,4,2
340000,5,8,1998,1998,5,2009,16545,2.5,3,3
124000,5,5,1963,1963,8,2008,9204,1.5,3,1
223000,5,6,1969,1969,12,2006,16381,2.0,3,2
179900,6,6,1968,1968,5,2006,11700,2.5,3,2
127500,5,6,1977,1977,7,2010,4043,2.0,2,2
136500,5,6,2003,2003,3,2008,4435,1.0,1,2
274970,7,6,1966,1966,8,2006,19690,2.0,4,2
144000,5,5,1958,1983,6,2007,9503,1.0,2,1
142000,6,6,1959,1959,10,2008,10721,1.0,3,2
271000,5,7,1994,1994,8,2008,10944,2.5,3,2
140000,6,5,1945,1950,4,2008,10930,1.5,3,1
119000,7,5,1940,1992,2,2010,7200,1.0,2,1
182900,7,6,1981,1981,4,2007,12546,2.0,3,2
192140,5,5,2005,2005,7,2006,21930,2.5,4,2
143750,6,6,1976,1976,10,2009,4928,2.0,2,2
64500,6,4,1927,2007,8,2007,10800,2.0,4,1
186500,5,6,2000,2000,5,2008,10261,2.5,3,2
160000,5,5,1977,1977,5,2006,17400,2.0,3,2
174000,9,6,1962,2005,7,2008,8400,1.5,3,2
120500,6,4,1971,1971,5,2007,9000,1.0,3,2
